#,Name,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Type 1,Type 2,Img Link,Descrição,Descrição Pt-Br
365,Walrein,530,110,80,90,95,90,65,Ice,Water,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/1b3da13ac5c89d5e538b6d4695e1d69d28c30dd1.png,Walrein's two massively developed tusks can totally shatterblocks of ice weighing 10 tons with one blow. This Pokémon'sthick coat of blubber insulates it from subzero temperatures.,As duas presas extremamente desenvolvidas de Walrein podem quebrar totalmente blocos de gelo pesando 10 toneladas com um único golpe. A espessa camada de gordura deste Pokémon o isola de temperaturas abaixo de zero.
366,Clamperl,345,35,64,85,74,55,32,Water,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/10aa8119b6768f4946443b3b1f301efaea1e75b0.png,"Despite its appearance, it's carnivorous. It clamps down on its prey with both sides of its shell and doesn't let go until they stop moving.","Apesar da aparência, é carnívoro. Ele prende a presa com ambos os lados da carapaça e não a solta até que ela pare de se mover."
367,Huntail,485,55,104,105,94,75,52,Water,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/f947aa53eb167d6f5d1948ac41e80782209a36c1.png,It's not the strongest swimmer. It wags its tail to lure in its prey and then gulps them down as soon as they get close.,Não é o nadador mais forte. Ele abana o rabo para atrair suas presas e as engole assim que elas se aproximam.
368,Gorebyss,485,55,84,105,114,75,52,Water,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/8275c09a2212c257e685b14f803678cda9410611.png,The color of its body changes with the water temperature. The coloration of Gorebyss in Alola is almost blindingly vivid.,A cor do seu corpo muda com a temperatura da água. A coloração de Gorebyss em Alola é quase incrivelmente vívida.
369,Relicanth,485,100,90,130,45,65,55,Water,Rock,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/7969fb948b9b1cae796b538682b08d7c875e4732.png,"Thought to have gone extinct, Relicanth was given a name that is a variation of the name of the person who discovered it.","Considerado extinto, o Relicanth recebeu um nome que é uma variação do nome da pessoa que o descobriu."
370,Luvdisc,330,43,30,55,40,65,97,Water,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/3baff8d6497b6d553da9b9caf99ebcdf10f6f068.png,"Its heart-shaped body makes it popular. In some places, you would give a Luvdisc to someone you love.","Seu corpo em forma de coração o torna popular. Em alguns lugares, você daria um Luvdisc para alguém que você ama."
371,Bagon,300,45,75,60,40,30,50,Dragon,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/34d420292325938434380d6f2f1abde7456cdaf5.png,Its steel-hard head can shatter boulders. It longingly hopes for wings to grow so it can fly.,Sua cabeça dura como aço pode quebrar pedras. Ele espera ansiosamente que as asas cresçam para poder voar.
372,Shelgon,420,65,95,100,60,50,50,Dragon,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/b4fc26ce33521e32f64d84494abaca94ad76b1b0.png,"The cells within its shell transform with explosive speed, preparing it for evolution.","As células dentro de sua casca se transformam com velocidade explosiva, preparando-o para a evolução."
373,Salamence,600,95,135,80,110,80,100,Dragon,Flying,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/1b6da69201f81f16752be61288bbb07575b71113.png,"It flies around on its wings, which have grown in at last. In its happiness, it gushes hot flames, burning up everything it passes over.","Ele voa com suas asas, que finalmente cresceram. Na sua felicidade, jorra chamas quentes, queimando tudo por onde passa."
373,Mega Salamence,700,95,145,130,120,90,120,Dragon,Flying,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/6c13d203004ec50c69bdaa47512f924b097df4ef.png,The stress of its two proud wings becoming misshapen and stuck together because of strong energy makes it go on a rampage.,O estresse de suas duas asas orgulhosas se tornarem deformadas e grudadas por causa da forte energia faz com que ele fique furioso.
374,Beldum,300,40,55,80,35,60,30,Steel,Psychic,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/874e1c98380ed5026b0938552f5cb60d2eab3743.png,"The magnetic force generated by its body repels the ground's natural magnetism, letting it float.","A força magnética gerada pelo seu corpo repele o magnetismo natural do solo, deixando-o flutuar."
375,Metang,420,60,75,100,55,80,50,Steel,Psychic,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/6ac7e6e8ff9ac9fbcd55647f90973822caba43fd.png,"It is formed by two Beldum joining together. Its two brains are linked, amplifying its psychic power.","É formado por dois Beldums unidos. Seus dois cérebros estão ligados, amplificando seu poder psíquico."
376,Metagross,600,80,135,130,95,90,70,Steel,Psychic,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/7ed3b8018182fffad36c3b3534930170e5ed92a7.png,It folds its four legs when flying. Its four brains are said to be superior to a supercomputer.,Ele dobra as quatro pernas ao voar. Diz-se que seus quatro cérebros são superiores aos de um supercomputador.
376,Mega Metagross,700,80,145,150,105,110,110,Steel,Psychic,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/a751493a9a45de3c8a51f47965023c9581ffeb46.png,"Its intellect surpasses its previous level, resulting in battles so cruel, they'll make you want to cover your eyes.","Seu intelecto supera o nível anterior, resultando em batalhas tão cruéis que vão dar vontade de cobrir os olhos."
377,Regirock,580,80,100,200,50,100,50,Rock,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/2dd466d60c03933d6d4f60c3859ed69058ac6d67.png,"Regirock was sealed away by people long ago. If thisPokémon's body is damaged in battle, it is said to seekout suitable rocks on its own to repair itself.","Regirock foi selado por pessoas há muito tempo. Se o corpo deste Pokémon for danificado em batalha, diz-se que ele procura pedras adequadas por conta própria para se reparar."
378,Regice,580,80,50,100,100,200,50,Ice,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/a797782c9295522a9642e6682f279cc373921a3d.png,"Regice's body was made during an ice age. The deep-frozenbody can't be melted, even by fire. This Pokémon controlsfrigid air of -328 degrees Fahrenheit.","O corpo de Regice foi feito durante uma era glacial. O corpo ultracongelado não pode ser derretido, nem mesmo pelo fogo. Este Pokémon controla o ar gelado de -328 graus Fahrenheit."
379,Registeel,580,80,75,150,75,150,50,Steel,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/bc27a28a5ca69294fef59bf9815f848173b9a486.png,Registeel has a body that is harder than any kind of metal. Its body is apparently hollow. No one has any idea what thisPokémon eats.,Registeel tem um corpo mais duro que qualquer tipo de metal. Seu corpo é aparentemente oco. Ninguém tem ideia do que esse Pokémon come.
380,Latias,600,80,80,90,110,130,110,Dragon,Psychic,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/648f3a069476c341b6c7ce755fde65ff244504aa.png,"Latias is highly sensitive to the emotions of people. If it sensesany hostility, this Pokémon ruffles the feathers all over its bodyand cries shrilly to intimidate the foe.","Latias é altamente sensível às emoções das pessoas. Se sentir qualquer hostilidade, este Pokémon irrita todo o seu corpo e grita estridentemente para intimidar o inimigo."
380,Mega Latias,700,80,100,120,140,150,110,Dragon,Psychic,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/1f566bda60786fa5091f7dce9e28307007e14a04.png,"Latias is highly sensitive to the emotions of people. If it sensesany hostility, this Pokémon ruffles the feathers all over its bodyand cries shrilly to intimidate the foe.","Latias é altamente sensível às emoções das pessoas. Se sentir qualquer hostilidade, este Pokémon irrita todo o seu corpo e grita estridentemente para intimidar o inimigo."
381,Latios,600,80,90,80,130,110,110,Dragon,Psychic,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/5a25f1cc2f86cab788c01291e2f5888545e73f54.png,Latios has the ability to make others see an image of what ithas seen or imagines in its head. This Pokémon is intelligentand understands human speech.,Latios tem a habilidade de fazer com que os outros vejam uma imagem daquilo que ele viu ou imagina em sua cabeça. Este Pokémon é inteligente e entende a fala humana.
381,Mega Latios,700,80,130,100,160,120,110,Dragon,Psychic,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/8222dc1674721c5b7d431ea12009134b563590d5.png,Latios has the ability to make others see an image of what ithas seen or imagines in its head. This Pokémon is intelligentand understands human speech.,Latios tem a habilidade de fazer com que os outros vejam uma imagem daquilo que ele viu ou imagina em sua cabeça. Este Pokémon é inteligente e entende a fala humana.
382,Kyogre,670,100,100,90,150,140,90,Water,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/791478067602b397c7ffd0defdd380bad39f2a6f.png,"Through Primal Reversion and with nature'sfull power, it will take back its true form. It cansummon storms that cause the sea levels to rise.","Através da Reversão Primal e com todo o poder da natureza, ele recuperará sua verdadeira forma. Pode convocar tempestades que fazem com que o nível do mar suba."
382,Kyogre Primal Kyogre,770,100,150,90,180,160,90,Water,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/3bee9ded3d31370fc50dd9fe8d258135c038917f.png,"Through Primal Reversion and with nature'sfull power, it will take back its true form. It cansummon storms that cause the sea levels to rise.","Através da Reversão Primal e com todo o poder da natureza, ele recuperará sua verdadeira forma. Pode convocar tempestades que fazem com que o nível do mar suba."
383,Groudon,670,100,150,140,100,90,90,Ground,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/d19f02a5b30541b7b696a6efeb8f368756702e3d.png,"Groudon is said to be the personification of the landitself. Legends tell of its many clashes against Kyogre, as each sought to gain the power of nature.","Diz-se que Groudon é a personificação da própria terra. As lendas contam sobre seus muitos confrontos contra Kyogre, enquanto cada um procurava obter o poder da natureza."
383,Groudon Primal Groudon,770,100,180,160,150,90,90,Ground,Fire,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/e654b96590bc96f39d460eb70d394c54c135ec1e.png,"Groudon is said to be the personification of the landitself. Legends tell of its many clashes against Kyogre, as each sought to gain the power of nature.","Diz-se que Groudon é a personificação da própria terra. As lendas contam sobre seus muitos confrontos contra Kyogre, enquanto cada um procurava obter o poder da natureza."
384,Rayquaza,680,105,150,90,150,90,95,Dragon,Flying,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/f6a02199446c37509259046601ee6ac55542e97f.png,Rayquaza is said to have lived for hundreds of millionsof years. Legends remain of how it put to restthe clash between Kyogre and Groudon.,Diz-se que Rayquaza viveu centenas de milhões de anos. Permanecem lendas sobre como isso pôs fim ao confronto entre Kyogre e Groudon.
384,Mega Rayquaza,780,105,180,100,180,100,115,Dragon,Flying,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/a78ef7434044993428f85cb71dfba6a15a987b7a.png,Rayquaza is said to have lived for hundreds of millionsof years. Legends remain of how it put to restthe clash between Kyogre and Groudon.,Diz-se que Rayquaza viveu centenas de milhões de anos. Permanecem lendas sobre como isso pôs fim ao confronto entre Kyogre e Groudon.
385,Jirachi,600,100,100,100,100,100,100,Steel,Psychic,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/03c12c7894da033493007adcef4c9ac650a23cd8.png,"A legend states that Jirachi will make true any wish that iswritten on notes attached to its head when it awakens. If thisPokémon senses danger, it will fight without awakening.","Uma lenda afirma que Jirachi realizará qualquer desejo escrito em notas presas à sua cabeça quando acordar. Se este Pokémon sentir perigo, ele lutará sem acordar."
386,Deoxys Attack Forme,600,50,180,20,180,20,150,Psychic,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/3dd911dcc578432a78731ed5f2d8ab6ab07dabac.png,The DNA of a space virus underwent a sudden mutation uponexposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon's chest appears to beits brain.,O DNA de um vírus espacial sofreu uma mutação repentina após exposição a um raio laser e resultou em Deoxys. O órgão cristalino no peito deste Pokémon parece ser o seu cérebro.
386,Deoxys Defense Forme,600,50,70,160,70,160,90,Psychic,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/8f00577736d4462a345fa72039714857a05a940f.png,The DNA of a space virus underwent a sudden mutation uponexposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon's chest appears to beits brain.,O DNA de um vírus espacial sofreu uma mutação repentina após exposição a um raio laser e resultou em Deoxys. O órgão cristalino no peito deste Pokémon parece ser o seu cérebro.
386,Deoxys Normal Forme,600,50,150,50,150,50,150,Psychic,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/98c3c2112a57af8ed55aeb12c0ec1219caf54ac3.png,The DNA of a space virus underwent a sudden mutation uponexposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon's chest appears to beits brain.,O DNA de um vírus espacial sofreu uma mutação repentina após exposição a um raio laser e resultou em Deoxys. O órgão cristalino no peito deste Pokémon parece ser o seu cérebro.
386,Deoxys Speed Forme,600,50,95,90,95,90,180,Psychic,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/08f9fb010f06d5d56088f729f50a044afa2159e8.png,The DNA of a space virus underwent a sudden mutation uponexposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon's chest appears to beits brain.,O DNA de um vírus espacial sofreu uma mutação repentina após exposição a um raio laser e resultou em Deoxys. O órgão cristalino no peito deste Pokémon parece ser o seu cérebro.
387,Turtwig,318,55,68,64,45,55,31,Grass,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/57dadab31f0df98224f839e026b9883aa1ae3924.png,"The shell on its back is made of soil. If the shell is moist to the touch, Turtwig is very healthy.","A concha nas costas é feita de terra. Se a casca estiver úmida ao toque, Turtwig está muito saudável."
388,Grotle,405,75,89,85,55,65,36,Grass,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/1b8f0bbccf1cb73068608a2735fd004b040d996a.png,Grotle live in the forest. Each is said to have its own secret place for getting clean springwater.,Grotle vive na floresta. Diz-se que cada um tem seu próprio lugar secreto para obter água limpa de nascente.
